,url_product,image
116,https://www.jumbo.cl/azucar-blanca-granulada-iansa-1-kg/p,https://jumbo.vteximg.com.br/arquivos/ids/470718-360-360?width=360&height=360&aspect=true
117,https://www.jumbo.cl/galleta-naranja-suave-300-g/p,https://jumbo.vteximg.com.br/arquivos/ids/348619-360-360?width=360&height=360&aspect=true
118,https://www.jumbo.cl/cacao-amargo-copacabana-caja-150-g-en-polvo-2/p,https://jumbo.vteximg.com.br/arquivos/ids/438834-360-360?width=360&height=360&aspect=true
119,https://www.jumbo.cl/avena-quaker-multisemilla-proteina-346gr-1871848/p,https://jumbo.vteximg.com.br/arquivos/ids/435265-360-360?width=360&height=360&aspect=true
120,https://www.jumbo.cl/mermelada-watts-regular-doypack-damasco-400-g/p,https://jumbo.vteximg.com.br/arquivos/ids/485319-360-360?width=360&height=360&aspect=true
121,https://www.jumbo.cl/barra-protein-snack-choco-crispis-5x42g/p,https://jumbo.vteximg.com.br/arquivos/ids/369603-360-360?width=360&height=360&aspect=true
122,https://www.jumbo.cl/mermelada-durazno-sin-azucar-200-g-cuisine-and-co-1844841/p,https://jumbo.vteximg.com.br/arquivos/ids/391870-360-360?width=360&height=360&aspect=true
123,https://www.jumbo.cl/pack-6-galletas-oreo-chocolate-216-g/p,https://jumbo.vteximg.com.br/arquivos/ids/455866-360-360?width=360&height=360&aspect=true
124,https://www.jumbo.cl/cereal-kids-anillos-frutal-en-linea-330-g/p,https://jumbo.vteximg.com.br/arquivos/ids/225621-360-360?width=360&height=360&aspect=true
125,https://www.jumbo.cl/te-supremo-earl-grey-50bls-1926430/p,https://jumbo.vteximg.com.br/arquivos/ids/486227-360-360?width=360&height=360&aspect=true
126,https://www.jumbo.cl/chocolate-schogetten-amargo-avellana-100-g/p,https://jumbo.vteximg.com.br/arquivos/ids/421978-360-360?width=360&height=360&aspect=true
127,https://www.jumbo.cl/te-stash-35-g-caja-18-bolsas-chocolate-y-menta/p,https://jumbo.vteximg.com.br/arquivos/ids/474227-360-360?width=360&height=360&aspect=true
128,https://www.jumbo.cl/tort-choc-neg-naranja-bicentury-4x2-139g-1857205/p,https://jumbo.vteximg.com.br/arquivos/ids/437897-360-360?width=360&height=360&aspect=true
129,https://www.jumbo.cl/mermelada-durazno-frasco-320-g/p,https://jumbo.vteximg.com.br/arquivos/ids/438131-360-360?width=360&height=360&aspect=true
130,https://www.jumbo.cl/te-ets-jengibre-durazno-20-bolsitas/p,https://jumbo.vteximg.com.br/arquivos/ids/422036-360-360?width=360&height=360&aspect=true
131,https://www.jumbo.cl/miel-terra-andes-hierba-azul-400-gr/p,https://jumbo.vteximg.com.br/arquivos/ids/337174-360-360?width=360&height=360&aspect=true
132,https://www.jumbo.cl/galletas-integrales-ecovida-relleno-de-higo-150-g/p,https://jumbo.vteximg.com.br/arquivos/ids/435012-360-360?width=360&height=360&aspect=true
133,https://www.jumbo.cl/bombones-chocolate-pera-berggold-250-g/p,https://jumbo.vteximg.com.br/arquivos/ids/162536-360-360?width=360&height=360&aspect=true
134,https://www.jumbo.cl/cafe-descafeinado-must-16cap-112g-1894064/p,https://jumbo.vteximg.com.br/arquivos/ids/480536-360-360?width=360&height=360&aspect=true
135,https://www.jumbo.cl/chocolate-barra-72-dark-100-g/p,https://jumbo.vteximg.com.br/arquivos/ids/499060-360-360?width=360&height=360&aspect=true
136,https://www.jumbo.cl/jabon-espuma-coco-300-ml/p,https://jumbo.vteximg.com.br/arquivos/ids/422352-360-360?width=360&height=360&aspect=true
137,https://www.jumbo.cl/jab-liq-ballerina-cr-karite-dp-900ml-1897041/p,https://jumbo.vteximg.com.br/arquivos/ids/487970-360-360?width=360&height=360&aspect=true
138,https://www.jumbo.cl/shampoo-almendra-dulce-250-ml/p,https://jumbo.vteximg.com.br/arquivos/ids/361294-360-360?width=360&height=360&aspect=true
139,https://www.jumbo.cl/acondicionar-pantene-pro-v-3-minute-miracle-hidratacion-extrema-170ml/p,https://jumbo.vteximg.com.br/arquivos/ids/506966-360-360?width=360&height=360&aspect=true
140,https://www.jumbo.cl/crema-para-peinar-argan-aceite-de-morocco-300-ml/p,https://jumbo.vteximg.com.br/arquivos/ids/496682-360-360?width=360&height=360&aspect=true
141,https://www.jumbo.cl/crema-cicatrizante-aquaphor-2-un-10-ml-c-u/p,https://jumbo.vteximg.com.br/arquivos/ids/363386-360-360?width=360&height=360&aspect=true
142,https://www.jumbo.cl/shampoo-fructis-hair-food-aguacate-300ml/p,https://jumbo.vteximg.com.br/arquivos/ids/473311-360-360?width=360&height=360&aspect=true
143,https://www.jumbo.cl/m-quina-de-afeitar-venus-pink/p,https://jumbo.vteximg.com.br/arquivos/ids/496276-360-360?width=360&height=360&aspect=true
144,https://www.jumbo.cl/vino-gato-sel-dulce-1500cc-0-4gl-1878580/p,https://jumbo.vteximg.com.br/arquivos/ids/445931-360-360?width=360&height=360&aspect=true
145,https://www.jumbo.cl/rose-misiones-de-rengo-750-cc/p,https://jumbo.vteximg.com.br/arquivos/ids/412546-360-360?width=360&height=360&aspect=true
146,https://www.jumbo.cl/vino-tagua-t-res-carmenere-750cc-13-alc-1887095/p,https://jumbo.vteximg.com.br/arquivos/ids/447983-360-360?width=360&height=360&aspect=true
147,https://www.jumbo.cl/chardonnay-oveja-negra-750-ml-reserva/p,https://jumbo.vteximg.com.br/arquivos/ids/509675-360-360?width=360&height=360&aspect=true
148,https://www.jumbo.cl/cerveza-morenita-lata-350-cc-malta-negra-nacional/p,https://jumbo.vteximg.com.br/arquivos/ids/293479-360-360?width=360&height=360&aspect=true
149,https://www.jumbo.cl/carmenere-vina-caliterra-750-cc-reserva/p,https://jumbo.vteximg.com.br/arquivos/ids/502357-360-360?width=360&height=360&aspect=true
150,https://www.jumbo.cl/cerveza-erdinger-botella-500-cc-weibber-importada/p,https://jumbo.vteximg.com.br/arquivos/ids/352173-360-360?width=360&height=360&aspect=true
151,https://www.jumbo.cl/cerveza-sin-alcohol-mestra-330-cc/p,https://jumbo.vteximg.com.br/arquivos/ids/311087-360-360?width=360&height=360&aspect=true
152,https://www.jumbo.cl/vino-montes-alpha-cuvee-cs-14g-bot-750cc/p,https://jumbo.vteximg.com.br/arquivos/ids/352266-360-360?width=360&height=360&aspect=true
153,https://www.jumbo.cl/vino-haras-de-pirque-hussonet-cabernet-sauvignon-750-cc/p,https://jumbo.vteximg.com.br/arquivos/ids/372183-360-360?width=360&height=360&aspect=true
154,https://www.jumbo.cl/carmenere-vina-arauco-750-ml-reserva/p,https://jumbo.vteximg.com.br/arquivos/ids/286358-360-360?width=360&height=360&aspect=true
155,https://www.jumbo.cl/pasta-de-aceitunas-verdes-oliomio-200-g/p,https://jumbo.vteximg.com.br/arquivos/ids/304272-360-360?width=360&height=360&aspect=true
156,https://www.jumbo.cl/flex-nz-60-caps-wf-1899274/p,https://jumbo.vteximg.com.br/arquivos/ids/465560-360-360?width=360&height=360&aspect=true
157,https://www.jumbo.cl/thermo-fat-hardcore-2-0-120-caps-sl-1833698/p,https://jumbo.vteximg.com.br/arquivos/ids/425364-360-360?width=360&height=360&aspect=true
158,https://www.jumbo.cl/probiotix-high-potency-30-caps/p,https://jumbo.vteximg.com.br/arquivos/ids/360194-360-360?width=360&height=360&aspect=true
159,https://www.jumbo.cl/cloro-piscina-impeke-10kg-1895071/p,https://jumbo.vteximg.com.br/arquivos/ids/462686-360-360?width=360&height=360&aspect=true
160,https://www.jumbo.cl/cinta-masking-scotch-24mm-x-40mts-1871143/p,https://jumbo.vteximg.com.br/arquivos/ids/458033-360-360?width=360&height=360&aspect=true
161,https://www.jumbo.cl/pack-energizer-aax8-aaax4/p,https://jumbo.vteximg.com.br/arquivos/ids/358278-360-360?width=360&height=360&aspect=true
