,Name,Link,Image,Brand,Best price,Normal price,Type of product,Category,Description,Ingredients,Available,Date
49,Mortadela jamonada 150 g,https://www.santaisabel.cl/mortadela-jamonada-receta-del-abuelo-150-g/p,https://santaisabel.vtexassets.com/arquivos/ids/164053-750-750?width=750&height=750&aspect=true,Receta Del Abuelo,NA,1459,Mortadela de Cerdo,Quesos y Fiambres,"La Mortadela Jamonada PF es un producto elaborado principalmente a base de materia primas de cerdo, ave y vacuno, las que forman una fina emulsión a la que se le incorporan trozos de jamón. Es condimentado con agradables especies de la receta familiar, la que otorga su exquisito y distintivo sabor. Embutido en tripa artificial y sometida a un controlado proceso de cocción. Atributos de calidad de este producto son textura firme y trozos de jamón diferenciados. La Mortadela Jamonada PF es un producto elaborado principalmente a base de materia primas de cerdo, ave y vacuno, las que forman una fina emulsión a la que se le incorporan trozos de jamón. Es condimentado con agradables especies de la receta familiar, la que otorga su exquisito y distintivo sabor. Embutido en tripa artificial y sometida a un controlado proceso de cocción. Atributos de calidad de este producto son textura firme y trozos de jamón diferenciados.",NA,Yes,2022-09-26
50,Jamón de pavo ahumado granel,https://www.santaisabel.cl/jamon-de-pavo-ahumado-sopraval-granel/p,https://santaisabel.vtexassets.com/arquivos/ids/163746-750-750?width=750&height=750&aspect=true,Sopraval,NA,1640,Jamón,Quesos y Fiambres,La calidad de las cecinas Sopraval es comprobada por todos los chilenos. Esta vez trae un exquisito jamón de pavo ahumado en versión granel.,NA,Yes,2022-09-26
51,Quesillo sin lactosa 300 g,https://www.santaisabel.cl/quesillo-soprole-sin-lactosa-zerolacto-300-g-2/p,https://santaisabel.vtexassets.com/arquivos/ids/170102-750-750?width=750&height=750&aspect=true,Soprole,NA,1889,Porciones por envase:,Quesos y Fiambres,Quesillo sin lactosa hecho con leche natural. Envase doble para mantenerlo fresco por mas tiempo.,NA,Yes,2022-09-26
52,Queso chacra 400 g,https://www.santaisabel.cl/queso-chacra-400-g/p,https://santaisabel.vtexassets.com/arquivos/ids/185384-750-750?width=750&height=750&aspect=true,Río Bueno,1990,2179,Porciones por envase:,Quesos y Fiambres,"Producto que se obtiene a partir de leche fresca pasteurizada parcialmente descremada, de consistencia blanda y sin corteza. Este queso proviene de rebaños ubicados en las regiones de Los Ríos y de Los Lagos de Chile, y por lo tanto, producido a partir de leche fluida natural 100% chilena. Apto para celíacos. Sin colorantes ni preservantes.",NA,Yes,2022-09-26
53,Queso fresco 450 g,https://www.santaisabel.cl/queso-fresco-colun-450-g/p,https://santaisabel.vtexassets.com/arquivos/ids/159315-750-750?width=750&height=750&aspect=true,Colun,2199,2479,Porciones por envase:,Quesos y Fiambres,Delicioso queso fresco de campo Colun. Un producto tradicional y perfecto para distintos tipos de comida y preparaciones. Una excelente fuente de calcio. Libre de gluten. Delicioso queso fresco de campo Colun. Un producto tradicional y perfecto para distintos tipos de comida y preparaciones. Una excelente fuente de calcio. Libre de gluten.,NA,Yes,2022-09-26
54,Longaniza Schwencke 500 g,https://www.santaisabel.cl/longaniza-schwencke-500-g-1461090/p,https://santaisabel.vtexassets.com/arquivos/ids/175765-750-750?width=750&height=750&aspect=true,Schwencke,NA,4799,Longaniza,Quesos y Fiambres,"Producto crudo ahumado con madera nativa, contiene carne y tocino 100% de cerdo, aliñado con especias, destacando el pimentón, orégano, ají y pimienta. Su ahumado completamente artesanal logra en este producto un sabor más intenso. Producto crudo ahumado con madera nativa, contiene carne y tocino 100% de cerdo, aliñado con especias, destacando el pimentón, orégano, ají y pimienta. Su ahumado completamente artesanal logra en este producto un sabor más intenso.",NA,Yes,2022-09-26
55,Paté de Jamón PF 125 g,https://www.santaisabel.cl/pate-de-jamon-pf-125-g/p,https://santaisabel.vtexassets.com/arquivos/ids/164051-750-750?width=750&height=750&aspect=true,PF,900,NA,NA,Quesos y Fiambres,"Tipo de Producto
Paté de Jamón",NA,Yes,2022-09-26
56,Queso parmesano 80 g,https://www.santaisabel.cl/queso-parmesano-80-g-cuisine-and-co-1873786/p,https://santaisabel.vtexassets.com/arquivos/ids/184989-750-750?width=750&height=750&aspect=true,Cuisine & Co,NA,1649,NA,Quesos y Fiambres,A todo amante del queso le fascina el parmesano. Es un excelente complemento para todo tipo de salsas para pastas e incluso ensaladas.,NA,Yes,2022-09-26
57,Paté de campo 125 g,https://www.santaisabel.cl/pate-de-campo-receta-del-abuelo-125-g/p,https://santaisabel.vtexassets.com/arquivos/ids/163786-750-750?width=750&height=750&aspect=true,Receta Del Abuelo,NA,759,Paté de Campo,Quesos y Fiambres,La Receta del Abuelo trae los mejores embutidos hechos en casa para complementar tu alimentación. Paté de campo de 125 gr.,NA,Yes,2022-09-26
58,Queso mantecoso laminado 250 g,https://www.santaisabel.cl/queso-mantecoso-rio-bueno-250-g-2/p,https://santaisabel.vtexassets.com/arquivos/ids/157660-750-750?width=750&height=750&aspect=true,Río Bueno,NA,3299,NA,Quesos y Fiambres,"Toda la tradición de sabor de los más ricos quesos mantecosos de fundo, con toda la calidad y confianza de la marca de Río Bueno. Toda la tradición de sabor de los más ricos quesos mantecosos de fundo, con toda la calidad y confianza de la marca de Río Bueno.",NA,Yes,2022-09-26
59,Salchicha de pollo Montina 500 g,https://www.santaisabel.cl/salchicha-de-pollo-montina-500-g/p,https://santaisabel.vtexassets.com/arquivos/ids/164258-750-750?width=750&height=750&aspect=true,Montina,NA,1990,NA,Quesos y Fiambres,,NA,Yes,2022-09-26
60,Jamón pierna 200 g,https://www.santaisabel.cl/jamon-pierna-200-g/p,https://santaisabel.vtexassets.com/arquivos/ids/160058-750-750?width=750&height=750&aspect=true,Receta Del Abuelo,2299,2649,Jamón,Quesos y Fiambres,"Puede contener
Trazas de soya.",NA,Yes,2022-09-26
61,Salchicha tradicional 1 kg,https://www.santaisabel.cl/salchicha-tradicional-1-kg-1898638/p,https://santaisabel.vtexassets.com/arquivos/ids/193051-750-750?width=750&height=750&aspect=true,Winter,NA,3299,Salchichas,Quesos y Fiambres,"¡Son ideales para la parrilla o el sartén! Puedes disfrutar de las salchichas tradicionales Winter todos los días o en ocasiones especiales, como asados con tus amigos. Tradición alemana.",NA,Yes,2022-09-26
62,Queso mantecoso 160 g,https://www.santaisabel.cl/queso-mantecoso-alerces-lam-160gr/p,https://santaisabel.vtexassets.com/arquivos/ids/159734-750-750?width=750&height=750&aspect=true,Los Alerces,1299,1579,NA,Quesos y Fiambres,Caracterizado por su delicioso sabor y aroma inconfundible. El Queso mantecoso 160 g es perfecto para consumirlo de la manera que prefieras. Elaborado en base a los mejores ingredientes. Su sabor te fascinará.,NA,Yes,2022-09-26
63,Jamón pierna 125 g,https://www.santaisabel.cl/jamon-pierna-125-g/p,https://santaisabel.vtexassets.com/arquivos/ids/164986-750-750?width=750&height=750&aspect=true,La Preferida,NA,1890,Jamón,Quesos y Fiambres,"Deliciosa pierna de jamón, perfecta para añadirla a tus preparaciones favoritas. Sabor y aroma irresistible.",NA,Yes,2022-09-26
64,Queso mantecoso granulado 250 g,https://www.santaisabel.cl/queso-mantecoso-granulado-c-y-co-250g/p,https://santaisabel.vtexassets.com/arquivos/ids/180020-750-750?width=750&height=750&aspect=true,Cuisine & Co,NA,2679,Queso Granulado,Quesos y Fiambres,"Sabemos que un buen producto también puede tener un mejor precio, es por esto que te invitamos a descubrir nuestra nueva marca, creada especialmente para esos incansables buscadores del sabor y que valoran la calidad y la innovación, sin tener que pagar de más. Navega en nuestro sitio web y sorpréndete con la fantástica y extensa variedad de productos Cuisine & Co.","Leche de vaca natural pasteurizada parcialmente descremada, Proteína de leche, Sal, Cloruro de calcio, Nitrato de sodio, Cuajo, Cultivos lácteos seleccionados, Leche (caseína - lactosa)",Yes,2022-09-26
65,Pechuga de pollo cocida 150 g,https://www.santaisabel.cl/pechuga-de-pollo-cocida-pf-150-g/p,https://santaisabel.vtexassets.com/arquivos/ids/163744-750-750?width=750&height=750&aspect=true,PF,NA,989,Pechuga de Pollo,Quesos y Fiambres,"La pechuga de pollo cocida de PF es un producto elaborado con carnes de pollo. Para consumir al plato, cocktail o en sandwich.",NA,Yes,2022-09-26
66,Queso crema natural 200 g,https://www.santaisabel.cl/queso-crema-colun-200-g/p,https://santaisabel.vtexassets.com/arquivos/ids/157576-750-750?width=750&height=750&aspect=true,Colun,NA,1399,200 g,Quesos y Fiambres,"Queso Colun crema natural de 200 gr. Elaborada en origen. Elaborado a partir de quesos seleccionados, fundidos por medio de calor y agitación, sabor característico, consistencia cremosa y untable.",NA,Yes,2022-09-26
67,Salchicha pollo sureña 1 kg,https://www.santaisabel.cl/salchicha-pollo-surena-1-kg-1846224/p,https://santaisabel.vtexassets.com/arquivos/ids/177482-750-750?width=750&height=750&aspect=true,La Montina,NA,3590,Refrigeración entre 0° y 6° C,Quesos y Fiambres,Salchicha sureña de pollo. Montina elabora sus productos con carnes 100% frescas y chilenas. Un sabor para todos los días.,NA,Yes,2022-09-26
68,Queso Mantecoso Laminado,https://www.santaisabel.cl/queso-mantecoso-lacteos-valdivia-laminado-granel/p,https://santaisabel.vtexassets.com/arquivos/ids/206154-750-750?width=750&height=750&aspect=true,Las Parcelas De Valdivia,NA,1356,NA,Quesos y Fiambres,"Las Parcelas ofrece el mejor queso elaborado de forma exclusiva, con leche de vaca de la zona sur de Chile. Para satisfacer a una gran variedad de paladares.",NA,Yes,2022-09-26
69,Salame ahumado 100 g,https://www.santaisabel.cl/salame-ahumado-sj-100-g/p,https://santaisabel.vtexassets.com/arquivos/ids/183969-750-750?width=750&height=750&aspect=true,San Jorge,NA,1699,Salame,Quesos y Fiambres,"El Salame Ahumado elaborado con carne magra (sin grasa) de cerdo, vacuno y planchas de tocino seleccionado de cerdo. Elaborado con la más moderna tecnología de la industria cárnica, conservando la centenaria receta familiar. Seleccionados cultivos cárnicos dan el aroma y sabor característico. El Salame Ahumado elaborado con carne magra (sin grasa) de cerdo, vacuno y planchas de tocino seleccionado de cerdo. Elaborado con la más moderna tecnología de la industria cárnica, conservando la centenaria receta familiar. Seleccionados cultivos cárnicos dan el aroma y sabor característico.",NA,Yes,2022-09-26
70,Pechuga acaramelada granel,https://www.santaisabel.cl/pechuga-acaramelada-super-pollo-granel-2/p,https://santaisabel.vtexassets.com/arquivos/ids/163748-750-750?width=750&height=750&aspect=true,Super Pollo,NA,NA,NA,Quesos y Fiambres,,NA,No,2022-09-26
71,Salchicha tradicional 250 g,https://www.santaisabel.cl/salchichas-llanquihue-250-g-5-unida-2/p,https://santaisabel.vtexassets.com/arquivos/ids/157703-750-750?width=750&height=750&aspect=true,Llanquihue,NA,2590,Salchichas,Quesos y Fiambres,"Salchichas 5 unidades 250 g
El sabor y textura de nuestras tradiciones culinarias, la contundencia y dedicación heredados de nuestras abuelitas, una pizca de nuestra picardía nacional dentro del pan que tu quieras y esos serán los ingredientes perfectos para el realce de cualquier apetito.
Los colores, el sabor y la calidad se apoderan de nuestra mesa para compartir lo mejor y transformar nuestros platos tradicionales en platos de excelencia. Miles de recetas serán la escusa perfecta para disfrutar de la calidad Premium de cecinas Llanquihue.
La creatividad de tu apetito es el único limite posible. Porque en las reuniones personales, medianas o familiares el fin es disfrutar y si lo haces junto a cecinas Llanquihue, siempre se dirá: ¡Huele a que algo rico se esta preparando!
Cuando nos reunimos en torno a una parrilla, pueden cambiar muchas cosas, la locación, la parrilla, el parrillero y hasta algunos invitados, sin embargo lo que no puede cambiar es la calidad de los mejores productos. Porque cuando probamos el primer choripán de…
Para disfrutar de algo rápido y rico solo debes abrir el envasado, ya que cecinas Llanquihue tiene la mas rica variedad de productos para compartir junto a tus amigos y disfrutar sin perder tu tiempo. El sabor y textura de nuestras tradiciones culinarias, la contundencia y dedicación heredados de nuestras abuelitas, una pizca de nuestra picardía nacional dentro del pan que tu quieras y esos serán los ingredientes perfectos para el realce de cualquier apetito.",NA,Yes,2022-09-26
72,Salame italiano granel,https://www.santaisabel.cl/salame-italiano-san-jorge-granel-2/p,https://santaisabel.vtexassets.com/arquivos/ids/163795-750-750?width=750&height=750&aspect=true,San Jorge,NA,1340,Salame Italiano,Quesos y Fiambres,"La calidad de las cecinas y embutidos San Jorge está comprobada por los chilenos. Disfruta del sabroso salame italiano, perfecto para sorprender en tus picoteos.",NA,Yes,2022-09-26
73,Jamón acaramelado granel,https://www.santaisabel.cl/jamon-acaramelado-super-cerdo-grane-2/p,https://santaisabel.vtexassets.com/arquivos/ids/163747-750-750?width=750&height=750&aspect=true,Super Cerdo,NA,870,NA,Quesos y Fiambres,Jamón acaramelado de exquisito sabor. Súper recomendado para sandwich. Con la calidad comprobada de las cecinas de Super Cerdo.,NA,Yes,2022-09-26
74,Paté teewurst 125 g,https://www.santaisabel.cl/pate-teewurst-125-g-1845718/p,https://santaisabel.vtexassets.com/arquivos/ids/174127-750-750?width=750&height=750&aspect=true,Receta Del Abuelo,NA,759,Paté de Ternera,Quesos y Fiambres,La Receta del Abuelo trae los mejores embutidos para complementar tu alimentación. Paté Teewurst de 125 gr.,NA,Yes,2022-09-26
75,Queso cheddar 144 g,https://www.santaisabel.cl/queso-cheddar-144-g-cuisine-and-co-1786961/p,https://santaisabel.vtexassets.com/arquivos/ids/159983-750-750?width=750&height=750&aspect=true,Cuisine & Co,NA,2179,NA,Quesos y Fiambres,"Sabemos que un buen producto también puede tener un mejor precio, es por esto que te invitamos a descubrir nuestra nueva marca, creada especialmente para esos incansables buscadores del sabor y que valoran la calidad y la innovación, sin tener que pagar de más. Navega en nuestro sitio web y sorpréndete con la fantástica y extensa variedad de productos Cuisine & Co.","Agua, Leche pasteurizada, Cultivos lácteos, Sal, Cuajo, Cloruro de calcio, Colorante natural annato, Conservante lisozima de huevo, Conservante nitrato de sodio, Leche en polvo descremada, Mantequilla, Almidón modificado, Concentrado proteico de suero, Caseinato de calcio, Aromatizante natural, Estabilizante polifosfato de sodio, Estabilizante citrato de sodio, Espesante carragenina, Regulador de acidez ácido cítrico, Regulador de acidez ácido acético, Colorante betacaroteno, Preservante ácido sórbico, Leche, Soya, Lisozima (derivada del huevo), Sulfitos",Yes,2022-09-26
76,Quesillo light 320 g,https://www.santaisabel.cl/quesillo-light-colun-2-unidades-160-g-cu/p,https://santaisabel.vtexassets.com/arquivos/ids/203850-750-750?width=750&height=750&aspect=true,Colun,NA,2049,Queso Fresco,Quesos y Fiambres,"Quesillo light de Colun, contenido de 320 gr. Elaborado en su origen con leche fresca. El Quesillo Colun es obtenido a partir de leche fresca pasteurizada descremada, con coagulación enzimática, de consistencia blanda y sin corteza.",NA,Yes,2022-09-26
